title,writer,publisher,year,journal,vol_no,link,abstracts
안정적인 교원 확보를 위한 국가별 정책 비교,"민경준,김경현,정수정,유심이",한국교원교육학회,2016,한국교원교육학회 학술대회자료집,Vol.2016 No.11,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=af6c3792f119671ee9810257f7042666&keyword=교권침해,"우수교원 확보는 양질의 교육서비스 제공, 학생의 학업성취도 향상, 국가 교육발
전 제고에 있어 필수적인 요소라고 할 수 있다. 하지만 타 직종에 비해 낮은 임금
수준, 지나친 업무 부담 및 교권침해 문제 등으로 인한 교원의 이직 및 은퇴 문제
에 대해 많은 나라들이 고민하고 있으며, 유능한 교원 확보에 적지 않은 어려움을
겪기도 한다."
아우구스티누스 『입문자 교육론』에서 기쁨의 교육적 의미,신경수(Kyung-soo Shin),한국기독교교육정보학회,2020,기독교교육정보,Vol.0 No.66,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=367b14b4f27a3e256aae8a972f9116fb&keyword=교권침해,"본 논문의 목적은 『입문자 교육론』을 중심으로 아우구스티누스 수사학에 나타난 기쁨에 대해 탐색함으로써 가르침과 배움에서의 기쁨의 의미와 역할, 교육적 함의를 드러내는 데 있다. 성적 지상주의가 만연한 현대 사회에서 학생이 학교생활과 학습을 통해 기쁨을 누리는 것은 쉽지 않다. 교사의 경우에도 교사직에 대한 전문화와 부정적 사회적 인식, 교권 침해로 인해 가르침과 기쁨의 연관성을 인정하기 어려운 현실이다. 그렇다면 가르침과 배움은 기쁜 일이 될 수 있는가? 이 논문은 이러한 질문에 대한 해답의 실마리로 『입문자 교육론』을 탐색하고자 한다. 『입문자 교육론』은 기쁨의 교육적 가치를 논의한 최초의 저작으로서 교육에 있어 기쁨의 의미와 가치, 실제적 방법에 대해 구체적으로 탐구하기 때문이다. 아우구스티누스는 법정·의회·예식 영역에 국한된 그리스·로마 수사학을 교육 영역으로 전환하여 진리 교육에 복무하는 수사학으로 정립했다. 그는 『입문자 교육론』에서 교사에게 성공적인 가르침을 가능하게 하는 것은 단순히 기법이 아니라, 진리를 향한 사랑과 학생을 향한 진정한 사랑이라고 주장한다. 그에 따르면, 그리스도의 사랑의 터 위에서 교사 스스로가 기쁨의 성품을 가지고 학생들과 상호작용할 때, 그리고 학생들의 욕구와 지식수준에 따른 특정한 조합을 이해하고 적절히 조정할 때 즐거운 수업이 되게 할 수 있다. 교육에 있어 기쁨의 회복을 주제로 집필된 『입문자 교육론』에 대한 숙고는 무기력과 동기 결여를 경험하는 현대의 교육 현장에서 기쁨의 중요성을 인식하고 함양을 이끌어내는 계기가 될 것이다. The purpose of this paper is to reveal the meaning, role and educational implications of joy in teaching and learning by exploring the joys shown in Augustine rhetoric, focusing on De Catechizandis Rudibus. It is not easy for students to enjoy joy through school life and learning in a modern society where learning by heart just for scores prevails. In the case of teachers, it is difficult to recognize the link between teaching and joy due to specialization, negative social perception and violation of teachers"" rights. Then can teaching and learning be a joy? As a clue to the answer to these questions, this paper seeks to explore the theory of introductory education. De Catechizandis Rudibus was the first work to discuss the educational value of joy, because it specifically explores the meaning, value and practical methods of joy in education. Augustine established Greek and Roman rhetoric, which was limited to the legal, parliamentary, and ceremonial areas, as rhetoric that served in education of truth. Augustine argues in De Catechizandis Rudibus that what makes successful teaching possible for teachers is not just a technique, but a love for truth and true love for students. According to Augustine, joy can be developed when the teachers themselves interacts with the students with the nature of joy on the basis of the love of Christ, and when he understands and adjusts certain combinations according to their needs and level of knowledge. Consideration of De Catechizandis Rudibus, written on the theme of the restoration of joy in education, will serve as an opportunity to recognize the importance of joy and to cultivate it in modern educational fields experiencing lethargy and lack of motivation."
특수학교 학생 및 교사의 학교안전사고 실태 조사 연구 - 대구지역 특수학교를 중심으로 -,"강병일 ( Byung Il Kang ),김남진 ( Nam Jin Kim )",한국특수교육문제연구소,2010,특수교육저널 : 이론과 실천,Vol.11 No.4,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=3418fea4a1cb44276aae8a972f9116fb&keyword=교권침해,"이 연구는 특수학교에서 발생하고 있는 학생과 교사의 학교안전사고 실태를 공식적인 통계자료가 아닌 교사들의 직·간접적인 경험을 통해 파악함으로써, 후속연구를 위한 기초자료를 제공하고자 하는 목적에서 대구시내 특수학교 교사 106명을 대상으로 질문지를 통해 실태를 파악하였다. 연구 결과는 다음과 같다. 첫째, 특수학교에 재학 중인 학생들 중 남학생, 중학생에게서 학생 자신의 문제행동 특히 공격성 행동으로 인해 교실 그리고 쉬는 시간에 학교안전사고가 발생하는 경우가 많다. 둘째, 학교안전사고로 인해 교사들은 교권을 침해당하기도 하며, 학생들의 공격성 행동으로 인해 신체적 상해를 경험하기도 한다. 셋째, 많은 교사들이 교육과정에 계획된 시간을 이용하여 학교안전사고 예방교육을 실시하고 있으며, 주로 체험학습에 대한 교육이 강의를 통해 이루어지고 있다. 넷째, 특수학교 교사들은 학교안전사고에 대한 심적 부담이 크며 이로 인해 교육적 활동이 위축되고 있다. 이상의 결과에 대한 논의와 함께 특수교육 현장의 현실에 맞는 법률의 수정·보완, 특수교육 현장의 학교안전사고에 대한 다양한 분야간 교류의 필요성, 각 특수학교 유형별 학교안전사고 실태 파악, 특수학급 학생들의 학교안전사고 실태 파악의 필요성과 연구가 갖는 제한점을 제시하였다. The purpose of this study was to provide preventive measures for negligent accidents in special schools and to emphasize the necessity of multidisciplinary approach for the measures. For the purpose, this study investigated the actual conditions of school negligent accidents for teachers and students in special schools, not by actual statistics but by teacher teacher’’s direct or indirect experiences. 106 teachers in special schools located in Daegu city were participated in this study and a survey method was used to collect data. The results were as follows. First, negligent accidents due to aggressive behaviors during a break happened frequently to middle school male students in special schools. Second, teachers were violated in their rights by negligent accidents and suffered from bodily injuries by students students’’ aggressive behaviors. Third, many teachers implemented preventive disciplines for negligent accidents with a lecture during the scheduled time in the regular school curriculum. Fourth, special school teachers felt psychological burdens from negligent accidents in schools, and were intimidated in the educational activities due to the burdens. This study suggested the amendments of laws suitable for the special education fields, the necessity of multidisciplinary and interdisciplinary approaches, the evaluation of the actual conditions of negligent accidents according to special school types, and the necessity of an evaluation of negligent accidents for special class students. The limitations in this study were discussed, too."
學生 相互間의 暴行事故 인한 敎師의 損害賠償責任,鄭相鉉,嶺南大學校社會科學硏究所,2003,社會科學硏究,Vol.22 No.2,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=5f43f397c2a8ce2cffe0bdc3ef48d419&keyword=교권침해,"최근 학교 내 또는 학교 주변에서의 학생폭력행위는 우리 사회가 시급히 해결해야 할 중요한 사회문제의 하나로서 등장하고 있다. 특히 현장수업의 개방화와 학생들의 뚜렷한 개성화로 인하여, 급격한 증가추세를 보이고 있으며, 갈수록 집단화 내지 흉포화되는 경향이고, 책임감과 죄의식의 부재 및 저연령화 등으로 그 심각성을 더하고 있다. 그리고 피해학생은 성장발달과정에서 예상치 못한 육체적·정신적 고통에 시달리게 되고, 교육을 받을 권리까지 침해받고 있다. 또한 학교나 교사의 측면에서도 손해배상책임을 둘러싸고 교권의 실추와 사기저하를 경험하게 됨으로써, 적극적이고 창의적인 교육활동의 위축을 초래하게 된다. 이에 대한 국가 정책적인 예방대책은 별론으로 하고, 본 논문은 학생들 상호간의 폭행사고로 인한 손해배상책임에 대하여, 교사의 보호감독의무 위반과 학교법인 내지 국가 및 지방자치단체의 관리책임에 근거한 귀책가능성을 확정하기 위한 것에 한정한다. 그리고 구체적으로 학생들과 관련된 불법행위책임의 일반적인 판례경향과 그 실태를 분석함으로써 청구의 상대방과 배상책임 부담자의 확정을 중심으로 한다. 주로 민법 제755조 제2항과 관련된 교사 등 대리감독자의 불법행위책임이 문제되지만, 학생과 학교 사이의 계약관계 내지 특수한 법적 관계를 매개로 한 채무불이행책임의 이론구성도 가능함을 제시한다. 이것은 폭력행위와 손해발생, 과실여부, 인과관계의 입증 책임이나 손해배상청구권의 소멸시효 기간 등에 비추어, 피해자의 적절한 구제에 적합하기 때문이다."
초·중등 교원의 명예퇴직 사유 분석,"김성기,황준성",한국교원교육학회,2012,한국교원교육연구,Vol.29 No.4,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=20727c5c75659cadffe0bdc3ef48d419&keyword=교권침해,"이 연구는 초·중등학교에서의 교원 명예퇴직 현황과 사유를 분석하여 문제점을 진단하고 교단 안정화 방안을 제시하고자 하였다. 명예퇴직은 교원 개인의 문제가 아닌 교육의 문제를 표상하기 때문에 그 원인을 분명히 밝혀서 대처해야 한다. 먼저 명예퇴직의 법적 근거와 정책, 그 현황을 분석했다. 명예퇴직률은 2011학년도에 초등학교는 0.9%, 중학교는 1.2%, 고등학교는 0.9%이다. 명예퇴직 사유와 퇴직후 진로에 관한 설문을 실시한 결과 63.6%의 교원이 명예퇴직을 고민해 본 적이 있다고 응답하였다. 특히 중학교교원이 77.8%로 가장 높았다. 명예퇴직 신청의 주된 이유는 교직업무곤란도, 건강상 문제, 금전적 고려, 인간관계 등의 순으로 나타났다. 여기서 교직업무곤란도란 학생지도의 어려움과 잡무로 인한 스트레스 증가, 학부모민원에 따른 스트레스로 나타났다. 명예퇴직에 따른 교단의 불안정성을 해결하기 위한 대책으로서 명예퇴직 수요 사전조사 및 신청시기 조정을 통한 교원수급 대비, 교육정책 수립과 집행시 현장성 고려, 연금 운용의 철저한 관리, 교권침해에 대한 적극적 대응, 대안교육시설 위탁교육 확대, 교원잡무 개선 등을 제시하였다."
"엽서의 제국, 전체국가의 공사 개념",황호덕(Hwang Ho-Duk),부산대학교 한국민족문화연구소,2010,로컬리티 인문학,Vol.0 No.4,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=765320d3b020b370ffe0bdc3ef48d419&keyword=교권침해,"조선어학회사건(1942)은 식민지기 최후의 민족운동으로 북한을 포함한 한일 양국에서 독립운동사의 일부로서 언급되어 왔다. 그러나 치안유지법 구성을 위한 3단 논법인 조선어연구, 민족의식함양, 조선독립기도라는 정치적 독해에 의해 과영결정된 이 사건이 함경도 함흥의 한 여학생의 일기 혹은 편지로부터 촉발되었음에 주의한 연구는 그간에 거의 없다시피 했다. 나는 이 글을 통해 편지 혹은 일기의 절취에 의해 시작된 이 사건의 발단에 주목하였으며, 모든 사적 서신과 문서를 열람하고 해석할 수 있는 경찰력과 사법권에 의존한 제국 일본의 과잉된 공공성에 대해 해명하려 하였다.
  근대의 사적 공간은 통신의 비밀, 양심의 자유를 기본으로 한다. 하지만, 전시 하의 제국일본은 메이지헌법이 ‘비밀을 침해하지 않는다’고 규정하고 있음에도 불구하고, 그 어떤 비밀도 허락하지 않는 완전한 공공성의 실현, 즉 사적 영역의 해소를 통해 치안과 국민정신의 일체성을 함께 담보하려 하였다. 비밀이 있다는 것은 공공 화될 수 없는 지식과 의도를 소유하고 있음을 뜻하는 불온한 상태로 간주되었다. 이러한 국가에서는 모든 사적인 것이 공적인 것과 뒤섞이게 되는데, 따라서 모든 문서는 일종의 열람가능한 ‘엽서’가 된다.
  사적 공간의 극한점인 비밀의 장악을 목표로 한상시적인 검문과 검속은 모든 문서들을 공적으로 반쯤 열린 ‘엽서’로 전화시켰다. 우편과 교통의 장악에 의해 모든 사문서는 공문서와 동일한‘열림’을 강요받게 되며, 따라서 모든 문서는‘내면’이 제거된 동질적인 메시지들로 들어차게 된다. 미디어의 장악은 메시지의 단일화로 유도 되였다. 그런 의미에서 조선어학회사건은 공적 미디어 뿐 아니라 연애편지와 일기까지도 전국적인 사건으로 변환시거는 정치성 과잉의 시공간을 우리 앞에 펼쳐 보이는 데, 이 공간이란 모든 내면을 제거해버린 파시즘의 실현에 다름 아닌 것이다. 왜냐하면 파시즘이란 잘 실현된 전면적 동조의 체계가 아니라 내면 자체의 최종적인 제거를 목표로 하기 때문이다.
  중앙으로부터 가장 먼 곳에서 발생한 하나의 사건이 전국화ㆍ중앙화되는 과정이 우리에게 알려주는 것은 무엇인가. 지역과 중앙사이, 사적 영역과 공적 영역의 사이에서 우편, 미디어, 교통의 장악을 완전히 실현한 전체국가는 해석적 교권의 독점을 통해 사적 영역의 완전한 공공화, 모든 장소의 균질화라는 파시즘 궁극의 상태를 실현해 보이기에 이른다. 이것이야말로 파시즘이 근대의 충격적인완성인 이유일 것이다. 'The Korean Language Society Affair'(l942) which is the last resistance movement during colonial period has been addressed as a part of independence movement by both Korea(including North Korea) and Japan. Nonetheless, the event of 1942 has been described with overabundance through the political appreciation based on the syllogism of the study of Korean, fostering of national consciousness, and enterprise of Colonial Korea's independence. The researches which has been continued so far has overlooked the fact that the affair of 1942 was motivated from one diary(or love letter) of a female student from Hamheung, Hamgyung-do.
  Therefore, this article tries to elucidate the excessive publicness of the Japanese Empire, which is dependent both on police force and on judicial power for reading and interpreting all of private letters and documents, paying attention to the beginning of the Korean Language Society Affair originated from the torn journal(or letter) of one girl.
  The regular inspection and restriction of Japan under the period of war transformed almost all documents into 'postcards' which are half opened by official power because authorities aimed at seizing all confidentialities with the pretext of war. Everywhere could be a public sphere under the Japanese rule.
  With the circumstances, publicness should be nothing but be reduced for the maintenance of security; thus, every private note is forced to be 'discloser' as similar level of official letter under the whole control of mail services and transports by the government authorities. Consequently, all letters consist of homogeneous messages whose 'inner' are eliminated; that is, having full powers of media causes the unification of all messages.
  Hence, the 'Korean Language Society' Affair shows us the superfluous time-space converting not only public media but also love letters and private journals into the national events; the time-space would be illustrated as the sphere of fascism annihilating all the inside of individuals. The fundamental target of fascism is not on the well aligned sympathy but on the perfect exclusion of individuals' inner worlds."
학생 생활지도와 기본권 : 학생 소지품 검사를 중심으로 Search of Students` Personal Belongings,이혜숙,경희대학교 교육문제연구소,2002,慶熙大學校 敎育問題硏究所 論文集,Vol.18 No.-,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=62775f21cb4a9cd5ffe0bdc3ef48d419&keyword=교권침해,"본 연구는 학교 내에서 이루어지고 있는 학생 소지품 검사와 압수에 대한 정당성 여부 및 그 법적인 근거에 대하여 분석하고자 하는 것이다. 따라서 이 연구는 소지품 검사를 기본권적인 관점에서 살펴보고, 다음으로는 학교 생활지도와 관련하여 교육적 행위로서 학교의 학생 소지품 검사의 허용 한계와 그 범위를 논의할 것이다. 이를 위하여 선진 외국의 관련 판례를 분석하게 될 것이다. 법치국가에서 교육적인 행위도 법제도적인 범위 안에서 이루어져야 한다. 그러므로 이 연구도 가능한 한 법률적인 접근을 통해 그 한계와 범위를 제시하고자 한다. 동서양 법정신이 다르듯이 미국의 개인주의적 성향은 이해 당사자간의 조정을 통한 해결보다 재판을 통한 해결을 선호함으로 이 부분의 판례도 많은 편이다. 미국의 학교에서 소지품 검사에 있어 헌법 수정 제4조의 엄격한 적용을 요구하고 있는데, 이것은 소지품 검사의 목적이 교육적 차원이라고 할지라도 기본권 침해는 불가하다는 것이다. 따라서 우리의 학생 생활지도도 있을 수 있는 교권남용을 자제하고 학생의 인권을 보호하는 범위와 한도 내서 이루어져야 한다. 학교에서 야기되는 생활지도를 위시한 제반 교육적 행위에 있어 합리적인 근거와 적절한 법 적용을 구하게 된다면 이것이 바로 민주 시민 교육이 될 것이다. The purpose of this research is to analyse the rightness and legal basis of in-school checking and seizure of students' personal belongings. Therefore, I am going to look into this checking policy from the basic human rights' point of view, and then its limits and allowances from the educational perspectives in relation with school life guidances. In order for this, cases in advanced countries will be studies and analysed. In a country ruled and governed by the law, any educational activities should be practiced within the guidelines set by the law. Therefore, this research suggests its limits and ranges through legal access. As the differences of legal concepts between cast and west, individualism of the American citizens preters the settlements of a case by the law to the coordination of concerned, and many related cases are found. Any search of students' belongings in schools in the U. S. requires strict application of the 4th amendment of the U. S. constitution, and this means that any searches apart from its educational purposes not invade the constitutional human rights. Accordingly, school guidances in our country should be done within the limits and ranges to protect student's human rights and restrain the misuse of teachers' privileges. An application of rational basis and proper law for any school guidances or educational activities will lead the realization of education for democratie citizens."
학생 생활지도와 기본권 : 학생 소지품 검사를 중심으로,이혜숙,경희대학교 부설 교육문제연구소,2002,論文集 - 경희대학교 교육문제연구소,Vol.18 No.-,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=23e606e535e401cfffe0bdc3ef48d419&keyword=교권침해,"본 연구는 학교 내에서 이루어지고 있는 학생 소지품 검사와 압수에 대한 정당성 여부 및 그 법적인 근거에 대하여 분석하고자 하는 것이다. 따라서 이 연구는 소지품 검사를 기본권적인 관점에서 살펴보고, 다음으로는 학교 생활지도와 관련하여 교육적 행위로서 학교의 학생 소지품 검사의 허용 한계와 그 범위를 논의할 것이다. 이를 위하여 선진 외국의 관련 판례를 분석하게 될 것이다. 법치국가에서 교육적인 행위도 법제도적인 범위 안에서 이루어져야 한다. 그러므로 이 연구도 가능한 한 법률적인 접근을 통해 그 한계와 범위를 제시하고자 한다.
동서양 법정신이 다르듯이 미국의 개인주의적 성향은 이해 당사자간의 조정을 통한 해결보다 재판을 통한 해결을 선호함으로 이 부분의 판례도 많은 편이다. 미국의 학교에서 소지품 검사에 있어 헌법 수정 제4조의 엄격한 적용을 요구하고 있는데, 이것은 소지품 검사의 목적이 교육적 차원이라고 할지라도 기본권 침해는 불가하다는 것이다. 
따라서 우리의 학생 생활지도도 있을 수 있는 교권남용을 자제하고 학생의 인권을 보호하는 범위와 한도 내서 이루어져야 한다. 학교에서 야기되는 생활지도를 위시한 제반 교육적 행위에 있어 합리적인 근거와 적절한 법 적용을 구하게 된다면 이것이 바로 민주시민 교육이 될 것이다. The purpose of this research is to analyse the rightness and legal basis of in-school checking and seizure of students' personal belongings. Therefore, I am going to look into this checking policy from the basic human rights' point of view. and then its limits and allowances from the educational perspectives in relation with school life guidances, In order for this, cases in advanced countries will be studied and analysed, In a country ruled and governed by the law, any educational activities should be practiced within the guidelines set by the law. Therefore. this research suggests its limits and ranges through legal access.
As the differences of legal concepts between east and west, individualism of the American citizens prefers the settlements of a case by the law to the coordination of parties concerned, and many related cases are found. Any search of students' belongings in schools in the U.S. requires strict application of the 4th amendment of the U.S. constitution, and this means that any searches apart from its educational purposes should not invade the constitutional human rights. Accordingly, school guidances in our country should be done within the limits and ranges to protect students' human rights and restrain the misuse of teachers' privileges. An application of rational basis and proper law for any school guidances or educational activities will lead the realization of education for democratic citizens."
한국 교원정책 70년의 역사적 맥락과 함의,조흥순 ( Cho Heung-soon ),안암교육학회,2017,한국교육학연구,Vol.23 No.1,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=077d0741a4e680b8b36097776a77e665&keyword=교권침해,"이 연구는 역사적신제도주의 관점에서 한국 교원정책 70년의 역사적 맥락을 탐색하고 그 성찰적 함의를 찾는데 있다. 연구의 결과는 첫째, 우리나라 교원정책의 초점은 교원수급 중심에서 질 관리 중심으로 이행해 왔다. 민주적 교육체제의 정립과 초등 의무교육의 조기 완성을 위한 교육기회의 확대 정책은 일시에 많은 교원을 필요로 했고, 이는 질 관리의 문제를 부각시켰다. 둘째, 교원수급의 예측 실패로 많은 혼란과 부작용이 초래되었다. 경제환경의 변화를 제대로 예측하지 못했고, 교원수급 부족상태에서 이를 가중시키는 교육정책을 추진하는 등 체계적 접근이 이루어지지 못했다. 셋째, 교원의 전문성과 책무성 확보 기제는 방임 형태에서 교원승진제 중심의 관료적 통제, 수요자의 평가와 선택에 의한 시장적 통제 형태로 변화되어 왔으며, 최근에는 그 한계에 대한 자각으로 교사학습공동체 형성 등 전문가적 자율통제 지향의 활동이 활발해지고 있다. 특히 시장논리의 교원개혁 정책은 교원, 학생, 학부모의 교육공동체적 관계를 약화시키고 교권침해의 증가 등의 문제를 파생시켰다. 넷째, 정치·경제적 논리로 성급하게 추진하거나 설득과정을 도외시한 교원정책으로 교단의 반발 등 많은 부작용과 후유증을 남겼다. 다섯째, 투입 중심에서 성과관리 중심으로 인사관리 기조가 변화되었다. 이는 공정성 강화라는 긍정적 측면을 내포하고 있으나, 교육 효과의 장기성, 교육성과 측정방법의 한계 등으로 인해 교단의 불신과 부작용을 야기하고 있다. The purpose of this study is to examine the historical context and it`s implications of teacher policy for the last 70 years in Korea. The study is approached in the historical new institutionalism. The results of the study are as follows. The first, the focus of the teacher policy was shifted from teacher supply policy to quality management policy. The second, the failure of predicting numbers of teacher supply resulted in a lot of confusion and side-effects. The third, the mechanism of teacher`s professionlism and responsibility was shifted from neglect and indifference form to bureaucratic control centering on the promotion system and proceeded to market control in the basis of education consumers` choice and evaluation. Lately efforts toward professional control system based on teachers` autonomy are becoming active. The fourth, the teacher policy based on political and economic logic and out of consideration for teachers` emotion resulted in backlash and conflict of teacher group. The fifth, The teacher presonel management system changed to performance management from infut management. And discussed its` implications."
하모니 효교육프로그램을 통한 청소년의 인성변화 연구,유철식,한국효학회,2017,효학연구,Vol.0 No.25,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=1ef8240467cb5f69c85d2949c297615a&keyword=교권침해,"본 논문은 효교육프로그램을 갖고 학교현장에 나가 일정시간 강의 후 교육을 받은 학생들과 교육을 받지 않은 학생들 간에 인성에 대한 부분이 어떠한 차이가 있는지를 알아보기 위한 연구이다. 그 결과 앞으로의 대책을 강구하는데 보다 효과적인 효교육프로그램 개발 및 효교육 시간 배정에 대한 참고자료를 삼기 위한 목적이 있다. 먼저 최근의 사회변천과 청소년의 실태를 파악하여 심각성을 알고 이에 맞는 교육과 처방이 필요하다고 본다. 또한 청소년들의 특성과 청소년에 맞는 덕목을 이해하고 이에 부합된 효교육프로그램을 적용하는 것이 무엇보다 올바른 처방법이라고 생각된다. 효에 대한 이론적 배경을 알아보고, 인성부분에 어떠한 효교육프로그램을 적용할지를 검토하여 청소년들에게 바른 인성을 쌓는데 도움을 주어야 된다고 본다. 무엇보다도 심각한 것은 청소년들의 비행, 범죄추이가 해마다 증가하고 존속살해, 교권침해 등 패륜행위가 늘어난다는 점이다. 이러한 모든 것은 자기만을 생각하는 이기주의적 원천에서 비롯된 것이라 볼 수 있다. 효교육프로그램 내용은 하모니 효 즉, 7효를 중심으로 주제를 편성하고 이에 절제성, 예의성, 배려성을 추가하여 바른 인성형성에 도움을 주도록 하였다. 하모니 효는 일상생활에서 효정신을 바탕으로 나 자신과 타인과의 관계를 연결하는 실천적 가치요소라 볼 수 있다. 효교육프로그램 적용대상은 고등학교 1,2학년 남녀학생이었으며 연구조사 방법은 각 분야별 설문조사에 의한 방법을 택하였다. 그 결과 절제성과 예의, 배려성에 대해선 실험집단(효교육 받은 집단)이 통제집단(효교육을 받지 않은 집단)보다 유의미성을 찾을 수 있었다. 효도부분에서도 실험집단은 부모님 생일 기억하기, 효심 없는 친구와 사귀지 않기, 부모와 의견 충돌 시 원만한 해결 모색 등 통제집단에 비해 유의미성을 찾을 수 있었다. 이러한 결과는 효교육 시간을 학기별 최소 10회 이상 의무 교육을 시킴으로써 효의식 증진과 함께 바른 인성 함양에 바른 지침이 될 것이라는 결론을 얻게 되었다. 더욱이 어려서부터 효교육프로그램의 적용은 더욱 효과적이라는 시사점을 보여주고 있다. 향후 시민단체와 일선학교가 연계되어 청소년들의 바른 인성함양에 단계별 프로그램 개발 및 유기적 협력체제 강화로 청소년 인성함양에 함께 노력해 나가야 된다고 본다. This thesis is a study to find differences in characters between students who have been trained after attending lectures for a certain period in schools in accordance with Filial Piety (HYO) education program and students who have not been trained. The purpose is to use the result as a reference for developing more effective Filial Piety (HYO) education program and timetable for Filial Piety (HYO) education in devising future measures. First of all, it is believed that realities of recent social transition and teenagers should be looked into, seriousness of relevant issues should be understood and appropriate education or measures against them should be devised. And above all things, the proper measure is believed to apply Filial Piety (HYO) education program suiting them with understanding characteristics of teenagers and virtues suitable for teenagers. It is believed that the theoretical background of Filial Piety (HYO) should be looked into and which Filial Piety (HYO) education program to be applied to character education should be carefully examined so that it can help teenagers to build up a good character. The content of Filial Piety (HYO) education program consists of subjects focused on harmonic Filial Piety (HYO), namely 7 Filial Pieties (HYOs) and moderation, etiquette and consideration are added so that they can help students to build up an upright character. It can be said that the harmonic Filial Piety (HYO) is a practical value element which connects and establishes relationship between myself and others. Filial Piety (HYO) education program was applied to the first and the second grade of boy’s and girls’s students and questionnaire survey by each area was employed as the method for study and research.As a result, as for moderation, etiquette and consideration, significance could be found in the experimental group (group receiving Filial Piety (HYO) education), compared with the control group (not receiving Filial Piety (HYO) education). As for filial piety, significance such as to remember parent’s birthdays, not to get along with friends without filial affection, to find amicable settlement of conflicts with parents, etc could be found in the experimental group, compared with the control group. Those results can lead to conclusions that if Filial Piety (HYO) education classes are organized as compulsory education at least 10 times in a semester, it will be a guideline for building up an upright character as well as promoting filial sense."
‘교사가 행복한 학교’를 위한 초·중학교 교사의 요구 분석,"박수정(Park Soo Jung),Chen Peng",학습자중심교과교육학회,2017,학습자중심교과교육연구,Vol.17 No.8,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b2edbd0c3bf35ec8c85d2949c297615a&keyword=교권침해,"최근 학교교육에 있어서 ‘행복’이 매우 중요한 주제로 부상하고 있다. 학생의 행복에 큰 영향을 미치며 학교 구성원의 하나인 교사의 행복 또한 중요하다. 이 연구는 교사가 행복하게 근무하는 학교를 만들기 위하여, 교사들이 무엇을 필요로 하는지 조사, 분석하였다. 이를 위하여 A시의 초등학교와 중학교 교사 전체를 대상으로 설문조사하였고, 주요 연구결과는 다음과 같다. 첫째, 교사가 행복한 학교를 만드는데 있어서, 초․중학교 교사들은 공통적으로 ‘생활지도’, ‘수업지도’, ‘인간관계’를 중시하였다. 그 다음으로 초등교사는 ‘학교행정 및 경영’, 중학교 교사는 ‘교직에 대한 사회적 인식’을 꼽았다. 둘째, 교사들은 ‘공문 축소 및 간소화’, ‘교권 침해에 대한 제재 강화’, ‘교사-관리자 간 합리적 의사소통’, ‘교사복지제도 확대’, ‘교직에 대한 중요성과
존경심 인식을 위한 여론조성 노력’을 높은 순위로 요구하였다. 중학교 교사의 경우는 행정전담교사(요원) 배치, 수업시수 축소, 교실과 교무실 환경 개선을 상대적으로 더 높게 요구하였다. 이러한 연구결과를 바탕으로 교사가 행복한 학교를 만들기 위
한 구체적인 지원 방안과 시사점을 제시하였다. Recently, ‘happiness’ has emerged as a very important subject in school education. Teacher’s happiness is important because it has a great influence on the student’s happiness, and teachers are one of the school members. This study examined and analyzed what teachers need to do in order to create a school where teachers work happily. For this purpose, all elementary school and middle school teachers of A city were surveyed, and the main research results are as follows. First, teachers generally value ‘guidance’, ‘instruction’ and ‘human relations’ in order to make a happy school. Next, elementary school teachers cited ‘school administration and management , middle
school teachers cited ‘social awareness . Second, teachers answered a higher priority on ‘official documents’ reduction and simplification’, ‘enforcing sanctions against infringement of teachers’ right’, ‘rational communication between teacher and principal’, ‘strengthening welfare for teachers’ and ‘efforts to raise awareness of teaching profession’. In the case of middle school teachers, ‘deployment of teachers(personnel) supporting job’, ‘reduced classroom hours’, ‘improvement of classrooms and teacher rooms’ were relatively higher. Based on these findings, specific support plans and implications for teachers’ happy school were presented."
